Corrente (A),Tensao Resistor (V),Tensao Carga (V)
0.16,0.70,2.96
0.10,0.23,-13.99
0.10,-0.96,-0.70
0.14,0.17,12.06
0.13,0.90,-5.75
0.10,-0.43,-12.46
0.10,-0.63,7.28
0.13,0.63,7.48
0.14,0.43,-12.06
0.09,-0.83,-5.88
0.11,-0.17,11.80
0.12,0.96,-0.83
0.07,-0.03,-14.26
0.12,-0.83,3.22
0.12,0.50,10.60
0.10,0.63,-8.87
0.12,-0.57,-10.27
0.13,-0.70,9.67
0.17,0.70,4.22
0.13,0.30,-13.73
0.14,-1.10,-2.23
0.15,-0.17,12.13
0.14,0.76,-4.89
0.13,-0.43,-13.00
0.10,-0.90,6.48
0.15,0.43,8.41
0.12,0.57,-11.33
0.13,-0.57,-6.75
0.12,-0.23,11.47
0.13,0.76,0.30
0.10,0.10,-14.19
0.10,-0.83,1.96
0.12,0.43,11.20
0.12,0.70,-7.94
0.14,-0.63,-11.07
0.13,-0.43,8.87
0.13,0.76,5.35
0.13,0.30,-13.33
0.14,-0.83,-3.56
0.11,-0.03,12.06
0.14,0.83,-3.29
0.09,-0.43,-13.66
0.11,-0.96,5.35
0.15,0.37,9.34
0.13,0.43,-10.54
0.12,-0.76,-8.08
0.12,-0.57,10.93
0.14,0.76,1.89
0.13,0.03,-14.13
0.13,-0.90,0.50
0.15,0.17,11.73
0.14,0.57,-6.75
0.07,-0.43,-11.80
0.09,-0.50,8.08
0.11,0.63,6.48
0.13,0.50,-12.73
0.10,-0.83,-4.89
0.12,-0.10,11.93
0.15,0.76,-2.09
0.12,-0.03,-14.13
0.13,-0.83,4.22
0.14,0.50,9.87
0.11,0.50,-9.61
0.12,-0.63,-9.41
0.13,-0.50,10.14
0.13,0.70,3.29
0.16,0.10,-13.86
0.09,-0.90,-1.03
0.13,-0.10,12.06
0.14,0.76,-5.62
0.13,-0.57,-12.46
0.14,-0.76,7.21
0.14,0.50,7.61
0.12,0.50,-12.06
0.10,-0.83,-6.02
0.08,-0.10,11.73
0.16,1.03,-0.50
0.14,0.10,-14.26
0.11,-0.90,3.02
0.14,0.43,10.54
0.13,0.63,-8.81
0.12,-0.63,-10.27
0.13,-0.57,9.74
0.14,0.63,4.22
0.09,0.23,-13.73
0.12,-0.90,-2.16
0.15,0.03,12.06
0.16,0.83,-4.75
0.10,-0.37,-13.06
0.13,-0.70,6.48
0.13,0.37,8.34
0.11,0.30,-11.40
0.11,-0.90,-6.95
0.11,-0.30,11.40
0.11,0.96,0.57
0.13,0.03,-14.26
0.14,-0.96,1.76
0.13,0.43,11.20
0.11,0.70,-7.81
0.12,-0.43,-11.07
0.11,-0.43,8.87
0.14,0.57,5.42
0.12,0.37,-13.26
0.12,-0.96,-3.56
0.12,-0.03,12.00
0.13,0.83,-3.36
0.13,-0.30,-13.59
0.10,-0.83,5.48
0.15,0.43,9.27
0.14,0.43,-10.47
0.10,-0.63,-8.14
0.11,-0.43,10.93
0.16,0.83,1.89
0.12,0.23,-14.19
0.13,-0.83,0.57
0.14,0.23,11.73
0.12,0.63,-6.81
0.13,-0.43,-11.87
0.13,-0.70,8.08
0.15,0.76,6.48
0.10,0.50,-12.86
0.13,-0.63,-4.75
0.16,-0.30,11.93
0.11,0.83,-2.09
0.11,-0.23,-14.06
0.13,-0.70,4.22
0.13,0.50,9.87
0.13,0.63,-9.61
0.13,-0.70,-9.34
0.13,-0.63,10.27
0.17,0.57,3.22
0.12,0.10,-13.99
0.08,-0.90,-1.03
0.15,-0.03,12.06
0.13,0.83,-5.62
0.10,-0.37,-12.53
0.11,-0.63,7.21
0.13,0.57,7.61
0.12,0.37,-11.93
0.12,-0.90,-5.95
0.11,-0.37,11.73
0.13,0.90,-0.57
0.11,-0.03,-14.19
0.12,-0.96,2.96
0.11,0.30,10.67
0.12,0.76,-8.81
0.11,-0.70,-10.34
0.14,-0.57,9.54
0.13,0.70,4.22
0.13,0.30,-13.59
0.12,-1.03,-2.36
0.14,0.03,12.13
0.15,0.90,-4.42
0.12,-0.43,-13.19
0.11,-0.76,6.22
0.15,0.70,8.61
0.13,0.50,-11.20
0.12,-0.83,-7.21
0.14,-0.30,11.33
0.11,0.70,0.90
0.10,-0.03,-14.19
0.14,-0.90,1.56
0.15,0.50,11.27
0.15,0.57,-7.61
0.10,-0.43,-11.27
0.08,-0.57,8.74
0.14,0.83,5.48
0.13,0.30,-13.19
0.12,-0.90,-3.76
0.14,-0.03,12.13
0.14,0.83,-3.09
0.11,-0.30,-13.73
0.13,-0.83,5.09
0.15,0.43,9.41
0.14,0.57,-10.34
0.12,-0.83,-8.34
0.11,-0.37,10.87
0.13,0.96,1.96
0.12,0.17,-14.13
0.12,-0.96,0.50
0.12,0.30,11.80
0.15,0.50,-6.61
0.12,-0.57,-11.87
0.12,-0.50,8.01
0.16,0.70,6.61
0.14,0.50,-12.66
0.12,-0.70,-4.89
0.16,-0.17,11.93
0.13,1.10,-1.96
0.10,-0.10,-14.06
0.09,-0.90,4.15
0.12,0.37,9.87
0.11,0.57,-9.67
0.10,-0.70,-9.34
0.12,-0.63,10.27
0.11,0.76,3.09
0.11,0.17,-13.93
0.12,-0.90,-0.76
0.13,0.17,12.00
0.15,0.76,-5.75
0.12,-0.57,-12.40
0.14,-0.43,7.28
0.17,0.76,7.41
0.08,0.57,-12.13
0.08,-0.90,-5.82
0.13,-0.10,11.80
0.12,0.83,-0.90
0.10,-0.10,-14.26
0.11,-0.70,3.36
0.13,0.30,10.40
0.11,0.57,-9.14
0.13,-0.70,-9.94
0.10,-0.43,9.74
0.12,0.70,4.22
0.11,0.30,-13.73
0.13,-0.96,-2.29
0.14,0.03,12.06
0.14,0.90,-4.49
0.12,-0.43,-13.13
0.14,-0.76,6.28
0.12,0.57,8.61
0.13,0.37,-11.20
0.10,-0.83,-7.08
0.08,-0.30,11.33
0.12,0.70,0.83
0.13,0.03,-14.26
0.11,-1.10,1.50
0.13,0.23,11.40
0.12,0.83,-7.61
0.11,-0.37,-11.40
0.12,-0.43,8.67
0.17,0.70,5.68
0.11,0.30,-13.13
0.13,-0.70,-4.02
0.16,-0.10,12.13
0.15,0.90,-2.96
0.11,-0.37,-13.73
0.12,-0.76,5.02
0.11,0.57,9.41
0.14,0.50,-10.27
0.14,-0.70,-8.48
0.14,-0.57,10.80
0.14,0.70,2.29
0.09,0.23,-14.13
0.09,-0.96,0.17
0.12,0.30,11.93
0.12,0.70,-6.48
0.12,-0.43,-12.06
0.13,-0.63,7.81
0.15,0.70,6.95
0.12,0.57,-12.46
0.15,-0.76,-5.15
0.12,-0.10,11.80
0.12,0.83,-1.63
0.13,-0.03,-14.19
0.11,-0.70,3.89
0.14,0.43,10.07
0.12,0.50,-9.47
0.14,-0.57,-9.61
0.13,-0.43,10.14
0.10,0.63,3.42
0.13,0.17,-13.86
0.13,-0.90,-1.30
0.12,-0.03,12.13
0.09,0.76,-5.48
0.10,-0.57,-12.60
0.13,-0.50,7.08
0.14,0.50,7.74
0.14,0.50,-11.80
0.11,-0.83,-6.28
0.11,-0.43,11.60
0.12,0.96,-0.37
0.12,0.03,-14.26
0.11,-0.96,2.63
0.14,0.43,10.80
0.12,0.70,-8.48
0.11,-0.50,-10.67
0.14,-0.57,9.34
0.12,0.83,4.55
0.14,0.23,-13.53
0.11,-0.83,-2.63
0.13,-0.03,12.13
0.13,0.83,-4.35
0.12,-0.30,-13.26
0.14,-0.76,6.22
0.09,0.43,8.61
0.10,0.57,-11.20
0.10,-0.76,-7.08
0.12,-0.30,11.33
0.13,0.90,0.70
0.10,-0.10,-14.26
0.11,-0.90,1.83
0.14,0.43,11.27
0.11,0.63,-7.94
0.09,-0.30,-11.07
0.13,-0.37,8.94
0.14,0.70,5.35
0.10,0.17,-13.19
0.13,-0.83,-3.62
0.12,0.03,12.06
0.12,0.70,-3.29
0.13,-0.43,-13.66
0.13,-0.63,5.28
0.15,0.30,9.27
0.14,0.43,-10.47
0.10,-0.83,-8.08
0.11,-0.30,10.93
0.16,0.83,1.96
0.08,0.03,-14.19
0.13,-0.76,0.43
0.11,0.17,11.73
0.12,0.50,-6.75
0.11,-0.57,-11.87
0.12,-0.63,8.14
0.13,0.50,6.48
0.11,0.37,-12.66
0.11,-0.76,-4.75
0.13,-0.03,11.93
0.12,0.96,-2.16
0.13,-0.17,-14.13
0.11,-0.76,4.29
0.12,0.37,9.80
0.14,0.57,-9.67
0.13,-0.76,-9.14
0.15,-0.63,10.34
0.11,0.76,3.09
0.10,0.10,-13.99
0.13,-0.90,-0.83
0.14,-0.17,12.00
0.13,0.70,-5.88
0.13,-0.37,-12.46
0.14,-0.70,7.35
0.11,0.57,7.48
0.11,0.37,-12.06
0.13,-0.63,-5.82
0.11,-0.30,11.80
0.14,1.03,-0.76
0.14,-0.03,-14.26
0.15,-0.76,3.22
0.13,0.37,10.54
0.17,0.57,-9.07
0.11,-0.70,-10.14
0.13,-0.50,9.80
0.14,0.76,4.15
0.13,0.30,-13.73
0.09,-1.03,-2.09
0.11,0.03,12.06
0.14,0.76,-4.55
0.13,-0.50,-13.06
0.14,-0.70,6.35
0.13,0.30,8.48
0.12,0.50,-11.20
0.14,-0.83,-7.15
0.11,-0.30,11.33
0.17,0.76,0.83
0.12,0.03,-14.19
0.11,-0.83,1.56
0.17,0.17,11.33
0.11,0.70,-7.68
0.11,-0.57,-11.40
0.13,-0.63,8.67
0.14,0.70,5.68
0.12,0.37,-13.13
0.12,-0.76,-3.89
0.13,-0.17,12.00
0.13,0.90,-3.09
0.13,-0.37,-13.86
0.13,-0.83,5.09
0.13,0.43,9.41
0.10,0.63,-10.27
0.13,-0.76,-8.41
0.14,-0.63,10.87
0.11,0.90,2.16
0.13,0.03,-14.13
0.12,-1.03,0.23
0.12,0.17,11.80
0.13,0.50,-6.48
0.09,-0.43,-12.00
0.16,-0.63,7.88
0.12,0.70,6.81
0.11,0.30,-12.53
0.08,-0.76,-5.15
0.13,-0.17,11.87
0.11,0.90,-1.63
0.11,-0.10,-14.19
0.11,-0.63,3.96
0.13,0.23,10.00
0.14,0.63,-9.67
0.12,-0.76,-9.34
0.13,-0.57,10.27
0.12,0.70,3.09
0.11,0.10,-13.93
0.13,-0.96,-0.96
0.10,0.17,12.06
0.13,0.70,-5.62
0.11,-0.43,-12.46
0.11,-0.76,7.21
0.15,0.63,7.61
0.09,0.57,-12.00
0.11,-0.70,-6.02
0.14,-0.17,11.80
0.14,1.03,-0.70
0.12,-0.03,-14.26
0.15,-0.83,3.16
0.14,0.23,10.54
0.12,0.63,-9.01
0.13,-0.63,-10.07
0.15,-0.50,9.80
0.13,0.63,4.09
0.13,0.23,-13.73
0.11,-0.83,-1.96
0.14,-0.10,12.06
0.13,0.76,-4.89
0.12,-0.37,-12.93
0.13,-0.57,6.61
0.13,0.43,8.28
0.11,0.43,-11.40
0.14,-0.70,-6.75
0.10,-0.37,11.47
0.13,0.83,0.43
0.12,0.03,-14.26
0.12,-0.96,2.03
0.14,0.17,11.13
0.13,0.57,-7.94
0.08,-0.50,-11.07
0.12,-0.43,8.94
0.10,0.63,5.35
0.13,0.30,-13.26
0.12,-0.76,-3.49
0.12,0.03,12.06
0.14,1.03,-3.22
0.13,-0.57,-13.73
0.13,-0.90,5.28
0.13,0.50,9.34
0.13,0.43,-10.40
0.11,-0.76,-8.14
0.11,-0.37,10.87
0.11,0.76,2.03
0.12,0.17,-14.06
0.15,-0.83,0.37
0.11,-0.03,11.87
0.12,0.63,-6.68
0.12,-0.30,-11.80
0.14,-0.43,8.01
0.14,0.63,6.68
0.12,0.50,-12.66
0.11,-0.70,-4.95
0.12,-0.23,11.87
0.11,0.83,-1.89
0.10,-0.30,-14.06
0.12,-0.83,4.02
0.14,0.37,10.00
0.15,0.76,-9.67
0.11,-0.63,-9.47
0.13,-0.63,10.14
0.15,0.76,3.29
0.14,0.17,-13.93
0.12,-0.90,-1.03
0.14,-0.10,12.06
0.12,0.70,-5.55
0.09,-0.30,-12.60
0.12,-0.57,7.08
0.11,0.76,7.88
0.11,0.50,-11.87
0.14,-0.83,-6.22
0.12,-0.17,11.67
0.15,0.96,-0.43
0.10,-0.03,-14.19
0.14,-0.96,2.89
0.11,0.30,10.67
0.14,0.83,-8.67
0.10,-0.70,-10.40
0.15,-0.43,9.47
0.15,0.70,4.49
0.18,0.17,-13.59
0.13,-0.90,-2.49
0.12,-0.17,12.13
0.14,0.76,-4.49
0.11,-0.50,-13.13
0.11,-0.83,6.35
0.13,0.50,8.48
0.14,0.57,-11.27
0.12,-0.76,-6.88
0.09,-0.37,11.47
0.15,0.96,0.50
0.11,-0.03,-14.26
0.12,-0.90,2.09
0.14,0.43,11.13
0.13,0.70,-8.08
0.09,-0.63,-11.00
0.13,-0.43,8.94
0.12,0.63,5.15
0.13,0.30,-13.33
0.12,-0.96,-3.36
0.11,-0.10,12.00
0.13,0.90,-3.69
0.16,-0.37,-13.53
0.13,-0.63,5.55
0.13,0.57,9.14
0.12,0.57,-10.67
0.09,-0.90,-7.74
0.13,-0.30,11.07
0.11,0.83,1.56
0.10,0.17,-14.19
0.13,-0.83,0.90
0.13,0.10,11.60
0.11,0.63,-7.01
0.10,-0.43,-11.73
0.12,-0.70,8.21
0.14,0.57,6.35
0.13,0.37,-12.86
0.12,-0.63,-4.62
0.15,-0.10,11.93
0.17,0.90,-2.36
0.10,-0.10,-13.99
0.09,-0.43,4.35
0.12,0.57,9.80
0.15,0.43,-9.80
0.12,-0.63,-9.21
0.13,-0.50,10.27
0.13,0.76,3.09
0.13,0.23,-13.99
0.13,-0.90,-0.90
0.13,0.17,12.06
0.13,0.70,-5.62
0.14,-0.63,-12.60
0.08,-0.63,7.21
0.12,0.70,7.74
0.12,0.43,-11.87
0.11,-0.70,-6.02
0.15,-0.37,11.67
0.14,0.96,-0.63
0.12,-0.17,-14.19
0.11,-0.76,3.16
0.15,0.37,10.54
0.08,0.63,-8.94
0.14,-0.63,-10.20
0.12,-0.57,9.67
0.10,0.76,4.22
0.12,0.17,-13.66
0.10,-0.90,-2.09
0.12,-0.10,12.13
0.13,0.96,-4.75
0.10,-0.57,-13.06
0.14,-0.57,6.48
0.13,0.57,8.41
0.11,0.43,-11.40
0.12,-0.76,-6.95
0.09,-0.23,11.40
0.14,0.96,0.57
0.11,0.03,-14.19
0.14,-0.83,1.89
0.10,0.23,11.13
0.16,0.63,-7.94
0.09,-0.63,-11.07
0.14,-0.50,8.94
0.11,0.63,5.28
0.14,0.17,-13.19
0.12,-0.76,-3.49
0.14,-0.10,12.06
0.14,0.90,-3.36
0.12,-0.23,-13.59
0.13,-0.70,5.48
0.13,0.43,9.21
0.13,0.37,-10.60
0.11,-0.76,-8.01
0.11,-0.30,11.07
0.15,0.83,1.76
0.09,0.10,-14.13
0.12,-0.90,0.83
0.13,0.10,11.60
0.13,0.57,-6.88
0.13,-0.63,-11.73
0.13,-0.63,8.28
0.13,0.70,6.22
0.12,0.43,-12.93
0.11,-0.70,-4.42
0.11,-0.03,11.93
0.12,0.83,-2.49
0.10,-0.17,-13.93
0.12,-0.76,4.75
0.13,0.43,9.61
0.15,0.50,-10.00
0.14,-0.70,-8.74
0.10,-0.43,10.60
0.12,0.83,2.76
0.09,0.23,-14.06
0.11,-0.76,-0.37
0.12,0.03,12.00
0.13,0.63,-6.08
0.11,-0.50,-12.33
0.13,-0.57,7.54
0.12,0.50,7.28
0.15,0.37,-12.26
0.11,-0.90,-5.62
0.12,-0.17,11.80
0.13,0.90,-1.23
0.09,0.03,-14.19
0.12,-0.83,3.49
0.12,0.50,10.40
0.13,0.63,-9.14
0.11,-0.70,-10.00
0.10,-0.63,9.87
0.14,0.50,3.96
0.08,0.10,-13.73
0.12,-1.03,-1.96
0.11,-0.10,12.06
0.16,0.90,-4.89
0.12,-0.37,-12.86
0.10,-0.63,6.55
0.13,0.43,8.28
0.13,0.50,-11.47
0.12,-0.83,-6.75
0.14,-0.43,11.47
0.15,0.83,0.30
0.09,-0.03,-14.26
0.13,-0.90,2.16
0.14,0.43,11.00
0.12,0.70,-8.01
0.10,-0.57,-11.07
0.13,-0.63,9.01
0.12,0.76,5.15
0.13,0.30,-13.33
0.12,-0.96,-3.42
0.13,-0.10,12.00
0.15,1.03,-3.49
0.10,-0.37,-13.59
0.13,-0.76,5.42
0.13,0.37,9.21
0.11,0.43,-10.54
0.13,-0.83,-8.08
0.13,-0.30,10.87
0.13,0.83,1.89
0.13,-0.03,-14.13
0.09,-0.90,0.76
0.13,0.17,11.60
0.13,0.83,-6.88
0.10,-0.43,-11.80
0.10,-0.57,8.14
0.15,0.76,6.41
0.14,0.37,-12.80
0.12,-0.70,-4.75
0.12,-0.17,12.00
0.14,0.96,-2.09
0.13,-0.17,-14.13
0.13,-0.70,4.35
0.13,0.37,9.87
0.08,0.63,-9.74
0.11,-0.50,-9.27
0.10,-0.43,10.34
0.15,0.63,3.16
0.14,0.17,-13.99
0.14,-1.03,-0.70
0.15,-0.17,12.00
0.13,1.16,-5.22
0.12,1.36,-10.54
0.14,-1.70,6.15
0.14,-0.90,6.02
0.13,2.16,-10.54
0.12,0.23,-4.82
0.12,-2.16,9.74
0.18,0.70,-0.96
0.11,1.96,-12.20
0.11,-1.16,2.49
0.14,-1.43,8.74
0.13,1.70,-7.68
0.13,0.90,-8.87
0.08,-1.89,7.88
0.13,-0.43,3.62
0.12,2.16,-11.73
0.10,-0.50,-2.23
0.15,-2.16,10.00
0.12,1.10,-3.89
0.10,1.63,-11.33
0.13,-1.63,5.02
0.12,-1.03,7.21
0.11,1.96,-9.54
0.11,0.43,-6.41
0.11,-1.89,9.34
0.14,0.23,0.96
0.11,2.03,-12.13
0.11,-1.10,0.83
0.12,-1.76,9.54
0.12,1.30,-6.22
0.13,1.36,-9.94
0.12,-1.83,6.75
0.15,-0.57,5.15
0.12,2.09,-11.00
0.10,0.03,-4.09
0.13,-2.16,10.00
0.11,0.83,-2.03
0.12,2.03,-12.06
0.14,-1.30,3.36
0.14,-1.36,8.21
0.15,1.76,-8.41
0.10,0.70,-8.01
0.12,-2.09,8.48
0.12,-0.23,2.76
0.12,2.09,-11.93
0.11,-0.63,-1.30
0.11,-2.03,10.00
0.10,1.36,-4.82
0.12,1.36,-10.87
0.13,-1.83,5.75
0.14,-0.90,6.55
0.12,1.96,-10.07
0.12,0.23,-5.35
0.13,-2.09,9.61
0.13,0.50,-0.23
0.11,2.03,-12.26
0.11,-1.23,2.03
0.11,-1.63,9.07
0.12,1.76,-7.28
0.13,1.16,-9.27
0.13,-1.96,7.54
0.12,-0.57,4.09
0.13,1.96,-11.53
0.09,-0.37,-2.76
0.13,-1.96,10.07
0.13,1.16,-3.42
0.09,1.63,-11.47
0.13,-1.43,4.62
0.12,-1.16,7.48
0.12,1.89,-9.27
0.10,0.50,-6.68
0.11,-2.23,9.07
0.11,0.03,1.43
0.10,2.03,-12.13
0.12,-0.96,0.30
0.11,-1.76,9.80
0.13,1.43,-5.68
0.09,1.30,-10.14
0.13,-1.83,6.55
0.12,-0.83,5.48
0.12,2.16,-10.80
0.08,-0.03,-4.49
0.15,-2.09,9.94
0.12,0.70,-1.56
0.10,1.89,-12.13
0.14,-1.43,3.09
0.14,-1.23,8.41
0.12,1.76,-8.08
0.14,0.90,-8.41
0.14,-2.29,8.14
0.14,-0.23,3.16
0.11,2.03,-11.80
0.12,-0.63,-1.63
0.15,-1.96,10.07
0.11,1.16,-4.55
0.10,1.50,-10.93
0.11,-1.70,5.55
0.14,-1.03,6.75
0.11,1.96,-10.00
0.11,0.23,-5.62
0.13,-2.29,9.61
0.14,0.43,0.10
0.10,1.96,-12.20
0.11,-1.16,1.56
0.13,-1.50,9.21
0.14,1.43,-6.88
0.13,1.23,-9.47
0.12,-1.76,7.35
0.13,-0.50,4.35
0.11,2.16,-11.40
0.08,-0.37,-3.09
0.13,-2.16,10.07
0.14,0.96,-3.09
0.10,1.70,-11.67
0.12,-1.63,4.42
0.13,-1.23,7.61
0.12,1.76,-9.07
0.14,0.63,-7.01
0.14,-2.23,9.01
0.15,-0.03,1.70
0.13,2.09,-12.13
0.12,-0.70,0.03
0.13,-1.83,9.80
0.12,1.23,-5.62
0.10,1.56,-10.27
0.11,-1.63,6.48
0.11,-0.70,5.68
0.12,2.09,-10.74
0.12,-0.10,-4.49
0.13,-2.03,9.87
0.13,0.76,-1.43
0.12,1.89,-12.13
0.13,-1.36,3.02
0.13,-1.50,8.41
0.13,1.70,-8.14
0.14,0.90,-8.41
0.11,-2.03,8.21
0.11,-0.17,3.02
0.11,2.03,-11.87
0.12,-0.57,-1.50
0.14,-2.16,10.07
0.13,1.36,-4.62
0.12,1.50,-10.87
0.11,-1.83,5.62
0.13,-0.96,6.61
0.15,2.03,-10.00
0.10,0.37,-5.62
0.11,-2.09,9.61
0.12,0.57,-0.03
0.14,2.09,-12.20
0.12,-1.30,1.70
0.14,-1.50,9.14
0.12,1.76,-7.01
0.12,1.10,-9.47
0.16,-1.96,7.35
0.16,-0.37,4.35
0.13,2.09,-11.40
0.12,-0.23,-3.16
0.12,-2.03,10.07
0.12,0.90,-3.09
0.10,1.56,-11.67
0.11,-1.36,4.29
0.15,-1.23,7.61
0.09,1.83,-9.07
0.14,0.70,-7.21
0.12,-1.96,8.94
0.12,-0.10,1.83
0.11,2.03,-12.06
0.12,-0.96,-0.10
0.12,-1.89,9.87
0.14,1.36,-5.62
0.12,1.36,-10.27
0.11,-1.76,6.48
0.11,-0.63,5.62
0.13,2.03,-10.87
0.12,0.23,-4.49
0.13,-2.03,9.87
0.15,0.70,-1.36
0.10,2.03,-12.20
0.13,-1.23,2.96
0.13,-1.43,8.61
0.13,1.76,-8.01
0.10,0.96,-8.54
0.14,-1.96,8.08
0.16,-0.50,3.29
0.13,2.03,-11.73
0.14,-0.70,-1.76
0.14,-2.09,10.07
0.11,1.36,-4.42
0.15,1.50,-11.07
0.12,-1.83,5.48
0.14,-1.03,6.81
0.10,1.89,-9.94
0.10,0.37,-5.95
0.15,-2.09,9.47
0.12,0.37,0.30
0.12,2.03,-12.20
0.14,-1.03,1.36
0.13,-1.70,9.41
0.12,1.50,-6.75
0.12,1.30,-9.67
0.11,-1.83,7.15
0.13,-0.57,4.55
0.10,2.29,-11.33
0.13,-0.10,-3.36
0.13,-2.03,10.07
0.13,1.03,-2.96
0.12,1.70,-11.67
0.11,-1.56,4.29
0.12,-1.36,7.68
0.12,1.76,-8.94
0.10,0.43,-7.15
0.12,-2.03,9.01
0.13,0.10,1.76
0.13,2.09,-12.13
0.14,-0.96,0.03
0.14,-1.89,9.87
0.13,1.43,-5.55
0.11,1.43,-10.40
0.10,-1.76,6.41
0.12,-0.76,5.75
0.10,2.03,-10.74
0.11,0.17,-4.62
0.12,-2.16,9.87
0.12,0.63,-1.36
0.11,1.96,-12.20
0.09,-1.30,2.89
0.15,-1.36,8.54
0.13,1.63,-8.01
0.13,0.76,-8.54
0.13,-2.09,8.14
0.14,-0.23,3.16
0.13,1.96,-11.80
0.10,-0.70,-1.63
0.13,-2.03,10.07
0.11,1.16,-4.49
0.13,1.36,-11.00
0.11,-1.70,5.42
0.12,-1.10,6.81
0.11,2.09,-9.87
0.13,0.37,-5.88
0.11,-2.23,9.47
0.13,0.23,0.37
0.11,2.03,-12.20
0.12,-1.03,1.36
0.11,-1.63,9.34
0.13,1.50,-6.88
0.12,1.16,-9.61
0.13,-1.76,7.28
0.14,-0.50,4.55
0.09,2.09,-11.40
0.11,-0.10,-3.42
0.13,-1.96,10.00
0.11,0.70,-2.76
0.11,1.76,-11.67
0.13,-1.36,4.09
0.14,-1.50,7.81
0.10,1.83,-8.87
0.09,0.57,-7.28
0.14,-2.16,8.94
0.11,-0.10,1.89
0.12,2.03,-12.13
0.10,-0.83,-0.10
0.13,-1.76,9.94
0.14,1.43,-5.62
0.14,1.30,-10.27
0.13,-1.83,6.48
0.11,-0.57,5.62
0.11,2.03,-10.80
0.12,-0.03,-4.42
0.15,-2.03,9.94
0.15,0.76,-1.43
0.09,1.96,-12.13
0.10,-1.43,2.96
0.12,-1.36,8.48
0.13,1.76,-8.14
0.11,0.76,-8.41
0.12,-1.96,8.28
0.11,-0.17,3.09
0.15,1.96,-11.87
0.12,-0.57,-1.50
0.14,-2.16,10.07
0.12,1.23,-4.62
0.12,1.43,-10.93
0.11,-1.76,5.62
0.13,-0.96,6.68
0.13,1.89,-10.00
0.12,0.17,-5.62
0.13,-2.29,9.61
0.15,0.37,0.03
0.13,1.96,-12.13
0.12,-1.10,1.70
0.14,-1.56,9.27
0.12,1.56,-6.95
0.10,1.23,-9.47
0.12,-1.89,7.28
0.15,-0.50,4.42
0.11,2.03,-11.47
0.11,-0.10,-3.09
0.12,-2.09,10.07
0.13,0.90,-3.02
0.12,1.83,-11.60
0.15,-1.63,4.29
0.13,-1.43,7.61
0.13,1.76,-8.94
0.11,0.50,-7.08
0.14,-2.16,9.01
0.12,-0.10,1.83
0.12,2.09,-12.13
0.12,-0.90,0.03
0.13,-1.89,9.94
0.12,1.30,-5.55
0.15,1.23,-10.40
0.11,-1.63,6.35
0.14,-1.30,5.22
0.11,2.83,-10.00
0.11,0.23,-4.35
0.14,-2.83,9.07
0.13,0.76,-1.36
0.10,2.63,-11.33
0.15,-1.63,2.69
0.16,-2.03,7.74
0.12,2.16,-7.54
0.13,1.43,-7.94
0.12,-2.69,7.54
0.14,-0.70,2.83
0.12,2.96,-11.07
0.10,-0.50,-1.50
0.12,-2.96,9.14
0.14,1.36,-4.15
0.11,2.16,-10.27
0.12,-2.23,5.02
0.16,-1.63,6.15
0.10,2.63,-9.34
0.10,0.57,-5.48
0.14,-2.96,8.74
0.13,0.17,0.10
0.09,2.96,-11.40
0.12,-1.03,1.30
0.14,-2.29,8.54
0.15,2.09,-6.41
0.11,1.89,-8.94
0.12,-2.49,6.61
0.17,-0.76,4.09
0.14,2.76,-10.60
0.11,0.03,-3.22
0.12,-2.83,9.21
0.15,1.10,-2.56
0.12,2.43,-11.00
0.14,-1.63,3.62
0.13,-2.03,7.21
0.13,2.29,-8.28
0.12,0.96,-6.95
0.14,-2.76,8.14
0.15,-0.23,1.76
0.11,2.89,-11.27
0.15,-0.83,-0.23
0.12,-2.69,9.14
0.12,1.63,-5.28
0.14,2.09,-9.61
0.12,-2.16,5.82
0.11,-1.50,5.28
0.15,2.83,-10.00
0.12,0.30,-4.35
0.15,-3.09,9.01
0.13,0.76,-1.23
0.11,2.89,-11.40
0.12,-1.43,2.56
0.12,-2.16,7.88
0.12,2.16,-7.54
0.12,1.50,-7.94
0.10,-2.76,7.48
0.13,-0.50,2.83
0.11,2.89,-11.07
0.12,-0.50,-1.50
0.12,-2.76,9.27
0.12,1.36,-4.22
0.11,2.23,-10.27
0.11,-2.03,5.02
0.11,-1.76,6.22
0.14,2.63,-9.27
0.09,0.57,-5.55
0.12,-2.96,8.74
0.13,0.17,0.23
0.10,2.69,-11.40
0.08,-1.10,1.23
0.12,-2.36,8.48
0.14,1.96,-6.48
0.11,1.89,-9.01
0.12,-2.43,6.55
0.13,-0.83,4.22
0.13,2.69,-10.60
0.11,0.03,-3.22
0.15,-3.02,9.21
0.12,0.90,-2.56
0.12,2.56,-11.07
0.08,-1.89,3.62
0.12,-1.89,7.28
0.17,2.16,-8.28
0.11,1.10,-6.95
0.12,-2.76,8.14
0.13,-0.17,1.83
0.13,2.83,-11.27
0.11,-0.83,-0.17
0.13,-2.83,9.14
0.16,1.63,-5.22
0.12,1.83,-9.67
0.14,-2.23,5.82
0.13,-1.36,5.28
0.13,2.76,-10.00
0.14,0.37,-4.49
0.13,-2.89,9.07
0.12,0.70,-1.23
0.11,2.96,-11.47
0.11,-1.63,2.56
0.12,-2.23,7.88
0.14,2.23,-7.41
0.10,1.56,-8.01
